,Carbon source 1 (category),Carbon source 1 (g/L),Carbon source 1 heat of combustion (kJ/mol),Carbon source 1 heat of combustion (kJ/g),Carbon source 2 (category),Carbon source 2 (g/L),Carbon source 2 heat of combustion (kJ/mol),Carbon source 2 heat of combustion (kJ/g),Product class,Product Gibbs energy of formation in Equilibrator,Number of carbon atoms in the product,Number of hydrogen atoms in the product,Number of oxygen atoms in the product,MW of product (g/mol),Fermentation time (h),Pathway enzymatic steps,ATP cost,NADH or NADPH cost,Reactor type,Cultivation volume (L),Medium type,Temperature,pH,Estimation of N2 levels,Genes modified,Genes deleted,Genes overexpressed,Heterologous genes
224,1.0,20.0,2805.0,15.58,40.0,4.0,1528.3,20.9,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,6.8,1.0,4.0,3.0,2.0,0.0
2819,2.0,240.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,230.0,0.0,0.0,0.0,4.0,2.0,1.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0
2045,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,555.4,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.03,3.0,30.0,0.0,2.0,1.0,0.0,2.0,1.0
39,1.0,10.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,96.0,13.0,24.0,20.0,1.0,0.05,3.0,28.0,0.0,2.0,12.0,7.0,6.0,2.0
2864,20.0,40.0,105803.0,6.3,2.0,240.0,1660.0,18.0,1.0,-945.1,6.0,8.0,7.0,192.0,230.0,0.0,0.0,0.0,4.0,2.0,1.0,30.0,3.0,1.0,0.0,0.0,0.0,1.0
1886,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,1430.9,20.0,32.0,2.0,304.0,72.0,13.0,9.0,21.0,1.0,0.1,3.0,30.0,3.5,2.0,2.0,0.0,0.0,3.0
866,2.0,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-670.0,4.0,6.0,5.0,134.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,2.0,1.0,0.0
945,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,5.5,1.0,0.0,0.0,0.0,0.0
1511,25.0,150.0,11193.8736,39.6,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,188.0,0.0,0.0,0.0,2.0,2.0,1.0,30.0,3.5,3.0,0.0,0.0,0.0,0.0
2501,1.0,140.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,192.0,0.0,0.0,0.0,4.0,0.75,1.0,28.0,3.5,1.0,10.0,7.0,4.0,2.0
1984,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,-109.6,21.0,32.0,2.0,316.0,168.0,28.0,18.0,31.0,1.0,0.05,3.0,28.0,0.0,2.0,4.0,1.0,2.0,3.0
2487,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
1583,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,168.0,0.0,0.0,0.0,1.0,0.01,3.0,30.0,6.0,3.0,0.0,1.0,0.0,0.0
4559,44.0,50.0,2805.0,16.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,24.0,12.0,23.4,46.9,2.0,4.0,1.0,28.0,5.0,1.0,0.0,0.0,0.0,0.0
4330,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
1570,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,96.0,12.0,23.4,46.9,1.0,0.2,1.0,28.0,6.5,3.0,0.0,0.0,0.0,0.0
4104,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,1020.2,12.0,16.0,4.0,224.0,96.0,10.0,9.0,18.0,1.0,0.03,1.0,30.0,0.0,2.0,3.0,0.0,0.0,4.0
150,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,6.0,0.0,3.0,5.0
4297,43.0,43.6,34734.5,17.9,24.0,10.0,5631.6,16.5,1.0,-945.1,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
2416,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
4667,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,84.0,16.0,24.0,28.0,1.0,0.05,3.0,30.0,0.0,3.0,4.0,0.0,5.0,0.0
4362,1.0,91.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,2.0,6.0,1.0,30.0,6.0,1.0,0.0,0.0,0.0,0.0
3512,10.0,30.0,34734.5,40.0,1.0,20.0,2805.0,15.58,2.0,-952.0,6.0,8.0,7.0,192.0,192.0,0.0,0.0,0.0,2.0,5.0,3.0,28.0,6.5,3.0,2.0,1.0,0.0,2.0
3086,42.0,2.3,1327.85,22.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,48.0,12.0,23.4,46.9,1.0,0.2,1.0,27.0,6.0,2.0,0.0,0.0,0.0,0.0
3983,10.0,60.0,34734.5,40.0,0.0,0.0,0.0,0.0,3.0,1239.2,15.0,24.0,0.0,204.0,96.0,10.0,9.0,6.0,1.0,0.04,3.0,30.0,5.5,3.0,1.0,1.0,0.0,1.0
77,2.0,60.0,2805.0,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,72.5,0.0,0.0,0.0,1.0,0.05,3.0,28.0,6.0,1.0,0.0,1.0,0.0,0.0
4485,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,7.53,1.0,0.0,0.0,0.0,0.0
3736,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,10.0,-63.0,1.0,1.82,0.51,0.0,48.0,0.0,0.0,0.0,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
804,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,3.0,0.0,1.0,0.0,0.0
305,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1425.2,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.05,2.0,30.0,0.0,1.0,2.0,0.0,2.0,1.0
4406,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,312.2,10.0,13.0,0.0,354.0,120.0,8.0,0.0,0.0,1.0,0.03,1.0,30.0,0.0,3.0,4.0,5.0,0.0,0.0
119,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,1.0,0.0,0.0,2.0
4181,1.0,50.0,2805.0,15.58,8.0,50.0,2810.4,16.0,10.0,-63.0,1.0,1.82,0.51,0.0,72.0,0.0,0.0,0.0,2.0,2.0,1.0,30.0,6.8,1.0,0.0,0.0,0.0,0.0
4500,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,75.0,12.0,23.4,46.9,1.0,0.05,2.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0
2642,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,96.0,12.0,23.4,46.9,1.0,0.05,1.0,30.0,0.0,1.0,2.0,0.0,0.0,3.0
188,7.0,20.0,2342.2,16.0,0.0,0.0,0.0,0.0,4.0,-444.9,30.0,52.0,3.0,460.0,96.0,13.0,18.0,15.0,1.0,0.05,3.0,30.0,0.0,2.0,6.0,1.0,1.0,5.0
1392,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,2.0,5.0,2.0,28.5,7.0,1.0,0.0,0.0,0.0,0.0
2828,20.0,40.0,105803.0,6.3,2.0,240.0,1660.0,18.0,1.0,-952.0,6.0,8.0,7.0,192.0,230.0,0.0,0.0,0.0,4.0,2.0,1.0,30.0,3.0,1.0,0.0,0.0,0.0,1.0
4063,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,29.0,5.0,1.0,0.0,0.0,0.0,0.0
4604,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,2815.2,15.0,24.0,0.0,204.0,120.0,0.0,0.0,0.0,1.0,0.03,1.0,30.0,6.0,1.0,2.0,0.0,0.0,3.0
2982,7.0,80.0,2342.2,16.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.002,2.0,30.0,0.0,1.0,2.0,2.0,1.0,0.0
3864,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,29.5,5.25,1.0,0.0,0.0,0.0,0.0
2660,1.0,300.0,2805.0,15.58,3.0,1.58,1988.0,10.35,7.0,-366.5,4.0,10.0,4.0,122.0,96.0,2.0,0.0,-1.0,1.0,0.5,3.0,28.0,5.0,1.0,0.0,0.0,0.0,0.0
3199,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,72.0,0.0,0.0,0.0,2.0,1.2,1.0,30.0,5.5,1.0,0.0,0.0,1.0,0.0
2375,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
2390,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
3567,6.0,20.0,1367.6,29.69,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,30.0,3.5,2.0,0.0,0.0,0.0,0.0
1644,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,8.0,-296.2,12.0,16.0,7.0,272.0,48.0,8.0,2.0,2.0,1.0,0.03,3.0,30.0,0.0,2.0,3.0,0.0,1.0,3.0
2716,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,168.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
2423,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
1795,10.0,65.10000000000001,34734.5,40.0,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.05,3.0,20.0,5.75,2.0,1.0,0.0,1.0,1.0
376,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,1.0,0.0,0.0,1.0,1.0
1563,1.0,125.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,1485.5,28.0,48.0,1.0,400.0,132.0,25.0,18.0,31.0,4.0,3.0,3.0,28.0,5.5,2.0,1.0,1.0,1.0,1.0
3604,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,150.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
412,1.0,20.0,2805.0,15.58,4.0,13.7,874.0,14.55,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,1.0,4.0,0.0,5.0,1.0
1851,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,264.3,4.0,10.0,1.0,74.0,24.0,6.0,1.0,4.0,1.0,0.05,3.0,30.0,0.0,1.0,6.0,0.0,7.0,2.0
4551,2.5,250.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,120.0,0.0,0.0,0.0,2.0,1.6,1.0,30.0,3.0,1.0,6.0,2.0,0.0,5.0
2957,1.0,120.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,144.0,12.0,23.4,46.9,2.0,3.0,1.0,30.0,6.5,3.0,4.0,2.0,2.0,1.0
1459,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,1.0,0.05,1.0,30.0,0.0,1.0,2.0,0.0,3.0,0.0
2206,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
3704,2.0,60.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,17.0,0.0,0.0,0.0,2.0,1.0,3.0,28.0,0.0,3.0,0.0,1.0,0.0,0.0
2121,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,5.0,0.003,3.0,30.0,0.0,2.0,6.0,0.0,2.0,5.0
3265,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,2.0,3.0,1.0,28.0,6.8,3.0,0.0,0.0,0.0,1.0
534,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.05,2.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
3067,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,887.7,13.0,20.0,1.0,192.0,96.0,14.0,24.0,20.0,1.0,0.025,3.0,30.0,8.0,2.0,13.0,0.0,14.0,5.0
4575,1.0,120.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,164.0,3.0,8.0,0.0,60.1,72.0,0.0,0.0,0.0,1.0,0.05,3.0,30.0,5.89,3.0,3.0,0.0,4.0,0.0
1798,10.0,46.5,34734.5,40.0,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,216.0,9.0,6.0,4.0,1.0,0.05,3.0,30.0,5.7,2.0,1.0,0.0,1.0,1.0
307,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1425.2,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.05,2.0,30.0,0.0,1.0,3.0,0.0,3.0,1.0
4321,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-945.1,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
1134,2.0,30.0,1660.45,18.0,4.0,2.0,874.0,14.55,3.0,841.0,10.0,16.0,0.0,136.0,96.0,10.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,3.0,0.0,3.0,2.0
236,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,120.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.8,1.0,0.0,0.0,1.0,0.0
654,2.5,33.550000000000004,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-238.4,2.0,4.0,2.0,60.0,96.0,2.0,0.0,-1.0,2.0,1.0,3.0,28.0,5.0,2.0,0.0,1.0,0.0,0.0
4540,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-952.0,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,7.0,1.0,4.0,2.0,0.0,3.0
4165,9.0,75.7,5643.4,16.5,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,72.0,0.0,0.0,0.0,5.0,0.0003,1.0,30.0,6.8,1.0,0.0,0.0,0.0,0.0
3695,2.0,120.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,37.0,0.0,0.0,0.0,2.0,1.0,3.0,28.0,0.0,3.0,0.0,1.0,0.0,0.0
2518,1.0,60.0,2805.0,15.58,8.0,20.0,2810.4,16.0,2.0,-203.2,17.6,33.8,2.0,869.7,168.0,12.0,23.4,46.9,1.0,0.05,2.0,30.0,0.0,2.0,2.0,0.0,0.0,3.0
1838,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,264.3,4.0,10.0,1.0,74.0,24.0,6.0,1.0,4.0,1.0,0.05,3.0,30.0,0.0,1.0,1.0,1.0,1.0,0.0
3029,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,347.9,17.0,20.0,6.0,376.0,400.0,6.0,1.0,1.0,1.0,0.05,3.0,28.0,0.0,2.0,5.0,1.0,5.0,0.0
4655,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,2.0,2.0,2.0,28.0,6.5,3.0,3.0,0.0,0.0,4.0
2346,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
86,2.0,60.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,168.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
2769,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,168.0,2.0,0.0,1.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
4430,25.0,30.0,11193.8736,39.6,0.0,0.0,0.0,0.0,5.0,99.5,5.0,8.0,2.0,100.0,48.0,8.0,4.0,8.0,1.0,0.002,1.0,30.0,6.0,3.0,10.0,9.0,0.0,2.0
2290,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
1897,2.5,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,316.0,0.0,0.0,0.0,1.0,0.1,1.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0
4522,1.0,5.04,2805.0,15.58,7.0,11.4,2342.2,16.0,2.0,-203.2,17.6,33.8,2.0,869.7,144.0,12.0,23.4,46.9,1.0,0.05,1.0,30.0,6.0,2.0,0.0,0.0,0.0,0.0
1351,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,101.5,14.9826086956522,29.7008695652174,1.0,225.492173913043,66.0,12.0,7.99130434782609,12.9826086956522,1.0,0.01,2.0,30.0,0.0,2.0,1.0,1.0,0.0,1.0
355,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,2.0,3.0,0.0,4.0,1.0
179,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,-444.9,30.0,52.0,3.0,460.0,96.0,13.0,18.0,15.0,1.0,0.05,3.0,30.0,0.0,2.0,6.0,1.0,1.0,5.0
2876,8.0,100.0,2810.4,16.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,230.0,2.0,0.0,1.0,2.0,2.0,1.0,30.0,5.0,1.0,0.0,0.0,0.0,1.0
1718,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,2815.2,15.0,24.0,0.0,204.0,120.0,10.0,18.0,12.0,2.0,0.8,3.0,30.0,6.0,2.0,8.0,0.0,7.0,3.0
1675,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1425.2,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,2.0,0.8,3.0,30.0,5.5,2.0,8.0,0.0,7.0,3.0
3236,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,72.0,2.0,0.0,-1.0,2.0,1.2,1.0,30.0,5.5,1.0,3.0,0.0,4.0,0.0
37,1.0,10.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,96.0,13.0,24.0,20.0,1.0,0.05,3.0,28.0,0.0,2.0,11.0,7.0,3.0,2.0
4120,9.0,600.0,5643.4,16.5,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,32.0,0.0,0.0,0.0,2.0,10.0,1.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0
109,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,5.0,0.003,3.0,30.0,0.0,2.0,6.0,0.0,2.0,5.0
3251,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,4.0,1.0,3.0,30.0,6.8,3.0,5.0,3.0,0.0,3.0
332,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,96.0,12.0,23.4,46.9,1.0,0.01,1.0,28.0,0.0,2.0,4.0,0.0,5.0,1.0
2636,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,96.0,12.0,23.4,46.9,1.0,0.05,1.0,30.0,0.0,1.0,1.0,0.0,0.0,2.0
2887,4.0,50.0,874.0,14.55,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,78.0,0.0,0.0,0.0,2.0,0.15,1.0,30.0,7.0,3.0,0.0,0.0,0.0,0.0
959,1.0,125.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,2.0,1.0,3.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
2777,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,168.0,2.0,0.0,1.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
4555,10.0,50.0,34734.5,40.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,4.0,4.0,1.0,28.0,5.0,1.0,0.0,0.0,0.0,0.0
1410,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,1.0,0.05,2.0,28.5,5.5,1.0,0.0,0.0,0.0,0.0
3798,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,2.0,-203.2,17.6,33.8,2.0,869.7,48.0,12.0,23.4,46.9,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
1464,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,120.0,12.0,23.4,46.9,1.0,0.05,1.0,30.0,0.0,1.0,3.0,0.0,2.0,2.0
3427,1.0,50.0,2805.0,15.58,8.0,50.0,2810.4,16.0,7.0,-333.1,6.0,14.0,6.0,182.0,132.0,2.0,0.0,1.0,2.0,2.0,1.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0
2674,2.0,300.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,168.0,0.0,0.0,0.0,4.0,3.0,2.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0
3749,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,10.0,-63.0,1.0,1.82,0.51,0.0,48.0,0.0,0.0,0.0,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
2296,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
460,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,-237.483351708931,19.1686879823594,37.2855567805954,2.0,299.309812568908,72.0,10.0,8.58434399117971,17.1686879823594,1.0,0.05,3.0,30.0,0.0,2.0,2.0,1.0,2.0,1.0
3748,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,10.0,-63.0,1.0,1.82,0.51,0.0,48.0,0.0,0.0,0.0,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
1094,2.0,40.0,1660.45,18.0,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,72.0,10.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,3.0,0.0,3.0,2.0
333,1.0,20.0,2805.0,15.58,5.0,10.666666666666666,1165.3,13.2,2.0,-203.2,17.6,33.8,2.0,869.7,96.0,12.0,23.4,46.9,1.0,0.01,1.0,28.0,0.0,2.0,0.0,0.0,1.0,1.0
536,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.05,2.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0
4108,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,1020.2,12.0,16.0,4.0,224.0,96.0,10.0,9.0,18.0,1.0,0.03,3.0,30.0,0.0,3.0,2.0,0.0,0.0,3.0
